Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Payment Method,Review Rating
3976,Scarf,165.0,8/18/2023,Credit Card,2 to 3
4051,Vest,139.0,12/18/2022,Cash,1 to 2
4091,Skirt,117.0,12/6/2022,Cash,3 to 4
4060,Kimono,187.0,6/11/2023,Credit Card,2 to 3
4107,Jeans,80.0,5/20/2023,Credit Card,4 to 5
4100,Tie,97.0,5/29/2023,Credit Card,1 to 2
4089,Jacket,125.0,5/29/2023,Cash,1 to 2
4058,Kimono,45.0,1/21/2023,Credit Card,0 to 1
4024,Handbag,189.0,1/14/2023,Credit Card,4 to 5
4106,Jacket,141.0,11/9/2022,Credit Card,3 to 4
4084,Scarf,189.0,5/2/2023,Cash,3 to 4
4119,Umbrella,90.0,6/18/2023,Cash,3 to 4
4065,Tie,151.0,9/25/2023,Cash,1 to 2
4069,Pajamas,61.0,10/19/2022,Credit Card,1 to 2
4082,Leggings,192.0,4/23/2023,Cash,No Rating
4063,Handbag,98.0,4/25/2023,Cash,4 to 5
3998,Bowtie,43.0,3/3/2023,Cash,2 to 3
3993,Coat,176.0,6/3/2023,Cash,No Rating
4086,Hat,55.0,10/16/2022,Cash,3 to 4
3989,Blazer,187.0,5/16/2023,Cash,No Rating
4081,T-shirt,191.0,10/3/2022,Cash,3 to 4
4074,Hat,,1/16/2023,Credit Card,3 to 4
3990,Wallet,132.0,7/14/2023,Cash,4 to 5
4088,Sunglasses,180.0,4/5/2023,Cash,3 to 4
4092,Handbag,182.0,10/28/2022,Cash,1 to 2
3987,Loafers,146.0,1/31/2023,Cash,1 to 2
4011,Dress,118.0,4/13/2023,Credit Card,No Rating
4073,Shorts,143.0,10/19/2022,Credit Card,4 to 5
4078,Trousers,,3/22/2023,Credit Card,1 to 2
3965,Raincoat,23.0,8/12/2023,Credit Card,1 to 2
3997,Onesie,61.0,3/11/2023,Credit Card,2 to 3
4100,Flip-Flops,51.0,12/27/2022,Credit Card,1 to 2
4051,Loafers,184.0,8/17/2023,Cash,3 to 4
3987,Polo Shirt,25.0,6/16/2023,Cash,3 to 4
4111,T-shirt,85.0,3/6/2023,Credit Card,3 to 4
4061,Coat,148.0,12/10/2022,Credit Card,3 to 4
3985,Flannel Shirt,,8/20/2023,Cash,2 to 3
3987,Poncho,36.0,2/26/2023,Credit Card,3 to 4
4051,Sandals,182.0,11/14/2022,Cash,1 to 2
4103,Shorts,67.0,10/21/2022,Credit Card,1 to 2
4031,Socks,153.0,8/25/2023,Cash,2 to 3
3967,Loafers,140.0,6/1/2023,Credit Card,3 to 4
4090,Jeans,188.0,9/29/2023,Cash,4 to 5
3996,Polo Shirt,180.0,3/3/2023,Cash,1 to 2
3987,Jeans,,10/29/2022,Cash,4 to 5
4052,Flannel Shirt,116.0,12/8/2022,Cash,1 to 2
4035,Trench Coat,185.0,6/12/2023,Credit Card,4 to 5
4052,Tunic,151.0,2/17/2023,Cash,1 to 2
4034,Pants,,10/11/2022,Credit Card,3 to 4
4032,Scarf,61.0,9/12/2023,Cash,3 to 4
4081,Swimsuit,123.0,8/29/2023,Cash,3 to 4
3964,Shorts,172.0,5/12/2023,Credit Card,4 to 5
3993,Scarf,175.0,6/1/2023,Cash,No Rating
3993,Jeans,160.0,4/7/2023,Credit Card,4 to 5
4107,Leggings,164.0,6/18/2023,Credit Card,1 to 2
4064,Blouse,,12/26/2022,Credit Card,No Rating
3969,Gloves,59.0,5/9/2023,Credit Card,3 to 4
4035,Hoodie,55.0,5/22/2023,Credit Card,No Rating
4029,Camisole,29.0,5/5/2023,Credit Card,1 to 2
4012,Tank Top,,12/11/2022,Cash,1 to 2
4003,Blouse,,4/10/2023,Cash,3 to 4
4082,Sneakers,106.0,7/20/2023,Credit Card,1 to 2
3957,Sneakers,,10/3/2022,Credit Card,4 to 5
3988,Onesie,77.0,5/10/2023,Credit Card,4 to 5
4097,Socks,,12/22/2022,Cash,1 to 2
4046,Hoodie,75.0,10/9/2022,Credit Card,2 to 3
3974,Raincoat,,10/22/2022,Cash,3 to 4
3968,Romper,49.0,2/4/2023,Cash,No Rating
4063,Sun Hat,,9/28/2023,Credit Card,2 to 3
4080,Backpack,162.0,4/27/2023,Credit Card,4 to 5
4103,Cardigan,,1/7/2023,Credit Card,1 to 2
4036,Overalls,167.0,6/19/2023,Credit Card,No Rating
4101,Poncho,87.0,9/6/2023,Cash,No Rating
4072,Kimono,156.0,4/2/2023,Cash,1 to 2
4043,Belt,28.0,8/22/2023,Credit Card,1 to 2
4053,Trench Coat,91.0,4/26/2023,Cash,3 to 4
4078,Vest,57.0,2/13/2023,Cash,3 to 4
4112,Socks,139.0,4/30/2023,Credit Card,No Rating
3990,Sandals,,11/7/2022,Cash,4 to 5
3992,Hat,113.0,2/23/2023,Cash,No Rating
4086,Socks,,7/22/2023,Credit Card,3 to 4
4119,Umbrella,64.0,5/19/2023,Credit Card,4 to 5
4074,Romper,94.0,2/15/2023,Cash,3 to 4
4072,Sneakers,65.0,3/12/2023,Credit Card,4 to 5
4071,Vest,168.0,8/2/2023,Cash,3 to 4
3995,Skirt,153.0,6/7/2023,Credit Card,2 to 3
4040,Slippers,176.0,8/28/2023,Cash,2 to 3
3979,Jumpsuit,,7/29/2023,Credit Card,3 to 4
4116,Slippers,124.0,1/16/2023,Cash,3 to 4
4116,Blazer,174.0,11/24/2022,Credit Card,2 to 3
4061,Coat,169.0,6/26/2023,Credit Card,4 to 5
4056,Scarf,20.0,1/21/2023,Cash,4 to 5
4016,Camisole,92.0,7/29/2023,Credit Card,3 to 4
4058,Kimono,39.0,9/24/2023,Credit Card,No Rating
4043,Belt,148.0,7/21/2023,Credit Card,1 to 2
4095,Bowtie,16.0,9/14/2023,Credit Card,1 to 2
3968,Belt,105.0,6/7/2023,Credit Card,0 to 1
4070,Loafers,140.0,7/23/2023,Credit Card,1 to 2
4028,Poncho,21.0,7/6/2023,Credit Card,2 to 3
4122,Sneakers,176.0,9/29/2023,Credit Card,3 to 4
3979,Leggings,,2/21/2023,Cash,2 to 3
3999,Flip-Flops,34.0,8/4/2023,Cash,1 to 2
3963,Skirt,,11/10/2022,Credit Card,2 to 3
4103,Loafers,147.0,2/10/2023,Cash,2 to 3
4118,Pajamas,170.0,8/4/2023,Cash,2 to 3
4036,Belt,,9/28/2023,Credit Card,4 to 5
4100,Socks,64.0,6/18/2023,Credit Card,1 to 2
4122,Sunglasses,118.0,5/8/2023,Cash,3 to 4
3988,Raincoat,62.0,10/19/2022,Credit Card,No Rating
4121,Swimsuit,189.0,7/30/2023,Credit Card,2 to 3
4100,Handbag,199.0,8/15/2023,Cash,3 to 4
3978,Jacket,175.0,3/12/2023,Credit Card,4 to 5
4006,Bowtie,28.0,3/11/2023,Credit Card,No Rating
4115,Coat,49.0,10/9/2022,Credit Card,3 to 4
4095,Dress,,2/23/2023,Cash,4 to 5
4104,Trench Coat,19.0,8/3/2023,Cash,1 to 2
3970,Sandals,,9/26/2023,Credit Card,1 to 2
4102,Slippers,,9/5/2023,Credit Card,2 to 3
4090,Tie,152.0,1/16/2023,Cash,1 to 2
4005,Cardigan,,12/14/2022,Credit Card,3 to 4
4078,Loafers,76.0,5/3/2023,Cash,No Rating
4085,Backpack,125.0,5/13/2023,Credit Card,1 to 2
3961,Flannel Shirt,120.0,3/2/2023,Cash,1 to 2
3987,Raincoat,109.0,1/20/2023,Credit Card,2 to 3
4093,Vest,146.0,12/6/2022,Cash,3 to 4
4003,Jeans,,12/8/2022,Cash,4 to 5
3961,Shorts,26.0,1/23/2023,Credit Card,1 to 2
4027,Hat,159.0,7/31/2023,Cash,1 to 2
4009,Leggings,,2/10/2023,Cash,No Rating
4019,Belt,101.0,4/15/2023,Credit Card,3 to 4
4105,Hat,37.0,11/22/2022,Cash,1 to 2
4070,Raincoat,185.0,12/7/2022,Credit Card,3 to 4
3978,Boots,32.0,11/22/2022,Credit Card,2 to 3
4093,Jacket,122.0,12/21/2022,Cash,1 to 2
4112,Scarf,179.0,7/9/2023,Cash,3 to 4
4039,Wallet,,7/28/2023,Credit Card,3 to 4
4059,Swimsuit,,9/27/2023,Credit Card,1 to 2
4107,Swimsuit,110.0,7/2/2023,Cash,4 to 5
3968,Pants,149.0,8/31/2023,Credit Card,No Rating
4082,Jumpsuit,172.0,11/9/2022,Credit Card,4 to 5
3962,Leggings,,9/5/2023,Credit Card,4 to 5
4044,Shorts,196.0,11/24/2022,Cash,2 to 3
4068,T-shirt,12.0,3/19/2023,Cash,3 to 4
4003,Leggings,152.0,8/13/2023,Cash,1 to 2
4063,Tank Top,,2/26/2023,Credit Card,1 to 2
3963,T-shirt,,7/16/2023,Cash,2 to 3
4092,Romper,110.0,3/24/2023,Cash,2 to 3
4038,Trousers,31.0,1/26/2023,Cash,4 to 5
4054,Scarf,199.0,2/7/2023,Credit Card,No Rating
4022,Overalls,98.0,10/10/2022,Credit Card,No Rating
3980,Sunglasses,175.0,10/4/2022,Cash,2 to 3
3986,Leggings,46.0,9/25/2023,Cash,2 to 3
3982,Gloves,,11/8/2022,Cash,4 to 5
4095,Sun Hat,74.0,1/3/2023,Credit Card,4 to 5
4000,Jacket,,9/17/2023,Cash,3 to 4
4030,Pajamas,,5/20/2023,Credit Card,3 to 4
3993,Cardigan,23.0,5/13/2023,Cash,1 to 2
4003,Loafers,150.0,9/24/2023,Cash,2 to 3
4022,Scarf,150.0,12/24/2022,Credit Card,2 to 3
3979,Flannel Shirt,,12/11/2022,Credit Card,1 to 2
3996,Scarf,74.0,1/8/2023,Cash,1 to 2
4035,Skirt,,7/31/2023,Cash,1 to 2
4061,Sun Hat,134.0,6/30/2023,Credit Card,1 to 2
4000,Sneakers,101.0,9/27/2023,Cash,1 to 2
3972,Romper,,3/6/2023,Credit Card,2 to 3
4114,Loafers,35.0,6/13/2023,Credit Card,1 to 2
4040,Wallet,27.0,3/4/2023,Credit Card,3 to 4
4003,Jacket,91.0,12/29/2022,Cash,1 to 2
3963,Sunglasses,94.0,8/24/2023,Cash,1 to 2
3971,Backpack,88.0,12/23/2022,Credit Card,No Rating
4033,Tie,49.0,3/25/2023,Cash,3 to 4
4056,Umbrella,103.0,4/23/2023,Credit Card,4 to 5
3982,Tunic,119.0,5/26/2023,Credit Card,3 to 4
4038,Belt,,6/17/2023,Cash,3 to 4
3993,Leggings,66.0,9/23/2023,Cash,1 to 2
4062,Leggings,174.0,6/10/2023,Cash,2 to 3
4039,Socks,102.0,11/3/2022,Credit Card,1 to 2
4023,Socks,,6/21/2023,Cash,4 to 5
4053,Sweater,132.0,6/15/2023,Credit Card,4 to 5
3987,Kimono,101.0,6/28/2023,Cash,3 to 4
3970,Kimono,134.0,12/13/2022,Credit Card,3 to 4
4008,Dress,54.0,12/6/2022,Credit Card,2 to 3
4018,Sneakers,30.0,1/14/2023,Cash,2 to 3
4109,Tie,45.0,5/20/2023,Cash,3 to 4
4107,Shorts,60.0,6/28/2023,Cash,4 to 5
4017,Shorts,170.0,8/27/2023,Credit Card,No Rating
4083,Bowtie,,7/8/2023,Cash,4 to 5
4087,Coat,,8/30/2023,Credit Card,1 to 2
4086,Loafers,,6/6/2023,Credit Card,4 to 5
4055,Leggings,17.0,10/31/2022,Credit Card,1 to 2
3986,Slippers,158.0,3/19/2023,Cash,4 to 5
4025,Pajamas,161.0,9/3/2023,Cash,2 to 3
3972,Boots,19.0,7/8/2023,Credit Card,3 to 4
4038,Sunglasses,149.0,2/27/2023,Cash,2 to 3
4075,Jeans,148.0,11/5/2022,Cash,1 to 2
4098,Cardigan,48.0,4/18/2023,Cash,2 to 3
4061,Jeans,67.0,6/26/2023,Cash,No Rating
3973,Backpack,160.0,10/27/2022,Credit Card,1 to 2
4080,Sunglasses,84.0,4/16/2023,Cash,4 to 5
3964,T-shirt,,9/24/2023,Credit Card,1 to 2
4061,Overalls,33.0,11/10/2022,Credit Card,1 to 2
4119,Cardigan,138.0,1/12/2023,Credit Card,3 to 4
4016,Blouse,,9/24/2023,Credit Card,2 to 3
3961,Vest,167.0,2/9/2023,Credit Card,1 to 2
4025,Dress,141.0,7/23/2023,Cash,2 to 3
4098,Polo Shirt,,8/26/2023,Credit Card,3 to 4
4107,Flannel Shirt,,4/9/2023,Credit Card,2 to 3
3982,Dress,154.0,4/25/2023,Cash,3 to 4
4020,Trousers,47.0,3/7/2023,Credit Card,3 to 4
4099,Backpack,133.0,5/29/2023,Cash,1 to 2
3989,Jeans,20.0,7/23/2023,Cash,2 to 3
4034,Jacket,134.0,8/4/2023,Credit Card,1 to 2
4102,Onesie,77.0,7/3/2023,Cash,3 to 4
4061,Skirt,20.0,2/17/2023,Credit Card,2 to 3
4071,Tie,142.0,4/20/2023,Credit Card,2 to 3
3978,Camisole,102.0,10/14/2022,Cash,4 to 5
4119,Blazer,126.0,9/14/2023,Cash,4 to 5
4085,Sneakers,20.0,3/17/2023,Cash,2 to 3
4009,Leggings,92.0,6/22/2023,Cash,2 to 3
3993,Tunic,,5/9/2023,Credit Card,1 to 2
4052,Raincoat,172.0,9/18/2023,Credit Card,1 to 2
4095,Vest,199.0,5/17/2023,Cash,4 to 5
4000,Hoodie,149.0,8/17/2023,Credit Card,No Rating
4019,Sun Hat,106.0,2/16/2023,Credit Card,No Rating
4094,Jumpsuit,103.0,7/19/2023,Cash,4 to 5
4065,Leggings,29.0,4/18/2023,Credit Card,1 to 2
4099,Kimono,106.0,1/8/2023,Cash,4 to 5
4072,Flip-Flops,67.0,9/14/2023,Cash,No Rating
3967,Sweater,100.0,7/6/2023,Cash,1 to 2
3957,Vest,98.0,2/2/2023,Cash,2 to 3
4075,Blazer,133.0,10/3/2022,Credit Card,3 to 4
4115,Tank Top,11.0,8/15/2023,Credit Card,No Rating
4031,Overalls,45.0,5/17/2023,Credit Card,1 to 2
3999,Kimono,68.0,12/19/2022,Cash,2 to 3
3957,Backpack,,1/13/2023,Cash,2 to 3
3972,Shorts,64.0,4/22/2023,Cash,3 to 4
4080,Swimsuit,,12/2/2022,Cash,4 to 5
4026,Flip-Flops,,10/27/2022,Cash,3 to 4
4110,Skirt,40.0,7/7/2023,Credit Card,3 to 4
4021,Jeans,116.0,11/1/2022,Credit Card,4 to 5
4054,Gloves,194.0,7/22/2023,Cash,4 to 5
4046,Sweater,,12/13/2022,Cash,2 to 3
4118,T-shirt,132.0,5/3/2023,Credit Card,4 to 5
4011,Blouse,51.0,11/13/2022,Cash,4 to 5
4106,Skirt,115.0,4/16/2023,Credit Card,1 to 2
4087,Leggings,,4/25/2023,Cash,4 to 5
4029,Tank Top,,12/8/2022,Cash,3 to 4
3968,Camisole,51.0,10/5/2022,Credit Card,1 to 2
3998,Belt,,11/21/2022,Credit Card,3 to 4
4093,Gloves,156.0,5/4/2023,Cash,1 to 2
4101,Coat,,3/16/2023,Credit Card,3 to 4
3974,Hoodie,,4/2/2023,Credit Card,No Rating
4033,Socks,142.0,3/14/2023,Cash,2 to 3
3979,Camisole,163.0,5/20/2023,Cash,3 to 4
4058,Swimsuit,173.0,9/17/2023,Credit Card,No Rating
3988,Polo Shirt,,6/18/2023,Credit Card,3 to 4
3992,T-shirt,179.0,4/28/2023,Cash,3 to 4
4099,Tank Top,31.0,2/21/2023,Credit Card,1 to 2
4028,Sweater,165.0,3/20/2023,Credit Card,2 to 3
4067,Sandals,133.0,6/14/2023,Cash,3 to 4
4010,Dress,,9/7/2023,Credit Card,2 to 3
4113,Shorts,163.0,6/26/2023,Cash,4 to 5
4086,Sweater,,4/24/2023,Cash,3 to 4
4038,Blazer,56.0,3/16/2023,Cash,3 to 4
4044,Jacket,140.0,3/18/2023,Credit Card,3 to 4
4119,Sandals,195.0,4/3/2023,Credit Card,3 to 4
4023,Trousers,126.0,6/11/2023,Credit Card,1 to 2
4072,Tank Top,27.0,3/31/2023,Cash,1 to 2
4026,Flip-Flops,108.0,11/22/2022,Cash,3 to 4
4019,Pajamas,,12/29/2022,Cash,3 to 4
4039,Sneakers,,2/9/2023,Cash,3 to 4
4044,Tank Top,139.0,5/30/2023,Credit Card,4 to 5
4010,Coat,48.0,5/10/2023,Cash,3 to 4
4074,Blouse,55.0,2/19/2023,Credit Card,4 to 5
4110,Slippers,167.0,10/4/2022,Credit Card,4 to 5
4041,Overalls,146.0,10/5/2022,Credit Card,4 to 5
3961,Shorts,40.0,10/28/2022,Credit Card,1 to 2
3991,Blouse,,4/17/2023,Credit Card,4 to 5
4122,Leggings,164.0,6/27/2023,Cash,3 to 4
3957,Pants,10.0,5/18/2023,Credit Card,1 to 2
4112,Tunic,183.0,3/23/2023,Cash,1 to 2
4078,Slippers,143.0,6/25/2023,Credit Card,1 to 2
3958,Tie,21.0,5/2/2023,Credit Card,2 to 3
3959,Handbag,119.0,6/30/2023,Credit Card,4 to 5
4001,Bowtie,133.0,12/8/2022,Cash,1 to 2
4062,Wallet,107.0,2/28/2023,Credit Card,3 to 4
4099,Shorts,199.0,9/16/2023,Cash,1 to 2
4082,Flannel Shirt,188.0,10/31/2022,Cash,2 to 3
4057,Flannel Shirt,118.0,4/2/2023,Credit Card,4 to 5
4094,Boots,,11/7/2022,Credit Card,4 to 5
3977,Sunglasses,69.0,5/2/2023,Cash,3 to 4
3976,Onesie,31.0,4/15/2023,Credit Card,1 to 2
4094,Wallet,149.0,3/31/2023,Credit Card,2 to 3
3964,Kimono,58.0,2/9/2023,Credit Card,No Rating
4070,Sneakers,,3/17/2023,Credit Card,2 to 3
3988,Leggings,11.0,11/25/2022,Credit Card,4 to 5
4047,Jumpsuit,40.0,12/19/2022,Cash,3 to 4
4053,Camisole,106.0,12/30/2022,Cash,1 to 2
4110,Onesie,186.0,2/10/2023,Cash,4 to 5
4048,Gloves,114.0,3/5/2023,Credit Card,4 to 5
4056,Hoodie,49.0,2/12/2023,Credit Card,1 to 2
4002,Sandals,159.0,11/6/2022,Cash,1 to 2
3959,Jumpsuit,147.0,6/21/2023,Cash,3 to 4
3988,Cardigan,103.0,7/30/2023,Credit Card,3 to 4
4075,Romper,184.0,8/11/2023,Credit Card,1 to 2
4051,Hoodie,62.0,5/31/2023,Credit Card,4 to 5
4006,Raincoat,152.0,3/2/2023,Cash,No Rating
4070,Sun Hat,104.0,10/4/2022,Cash,4 to 5
3959,Boots,133.0,12/14/2022,Credit Card,4 to 5
4013,Wallet,88.0,1/13/2023,Credit Card,2 to 3
3962,Backpack,190.0,1/13/2023,Credit Card,1 to 2
4028,Poncho,45.0,6/29/2023,Cash,4 to 5
4048,Scarf,178.0,4/28/2023,Cash,1 to 2
4006,Tank Top,,7/2/2023,Credit Card,4 to 5
3980,Jacket,189.0,5/8/2023,Credit Card,2 to 3
4114,Jacket,35.0,10/10/2022,Credit Card,4 to 5
4117,Kimono,112.0,6/21/2023,Cash,1 to 2
4034,Sweater,150.0,1/29/2023,Cash,0 to 1
4013,Scarf,185.0,3/13/2023,Credit Card,3 to 4
4016,T-shirt,51.0,5/30/2023,Credit Card,4 to 5
4083,Wallet,172.0,10/23/2022,Credit Card,4 to 5
4049,Scarf,,11/3/2022,Cash,4 to 5
3966,Overalls,,5/21/2023,Cash,1 to 2
4028,Pajamas,,10/12/2022,Credit Card,No Rating
4083,Socks,121.0,2/4/2023,Cash,3 to 4
4112,Kimono,,4/29/2023,Credit Card,4 to 5
4010,Skirt,104.0,1/9/2023,Cash,No Rating
3958,Trousers,,10/25/2022,Cash,2 to 3
4007,Scarf,,8/16/2023,Cash,No Rating
4120,Slippers,112.0,3/3/2023,Credit Card,1 to 2
4058,Tunic,143.0,2/16/2023,Credit Card,1 to 2
3985,Flannel Shirt,162.0,12/19/2022,Credit Card,1 to 2
4028,Trench Coat,,1/18/2023,Cash,1 to 2
4102,Leggings,54.0,6/21/2023,Credit Card,1 to 2
4085,Tunic,122.0,8/27/2023,Cash,2 to 3
4083,Blazer,,4/30/2023,Cash,1 to 2
4000,Romper,142.0,11/2/2022,Credit Card,1 to 2
4098,Overalls,18.0,12/29/2022,Credit Card,1 to 2
4006,Backpack,140.0,10/25/2022,Cash,2 to 3
4101,Pants,69.0,9/22/2023,Credit Card,1 to 2
4111,Trench Coat,182.0,3/21/2023,Cash,2 to 3
4101,Skirt,,10/26/2022,Credit Card,2 to 3
4001,Blouse,10.0,7/5/2023,Credit Card,3 to 4
3973,Gloves,32.0,8/11/2023,Cash,2 to 3
4107,Swimsuit,112.0,7/2/2023,Credit Card,1 to 2
3989,Pajamas,111.0,1/24/2023,Credit Card,3 to 4
3973,Bowtie,61.0,10/17/2022,Credit Card,4 to 5
3989,Flip-Flops,198.0,8/9/2023,Credit Card,4 to 5
4023,Trench Coat,33.0,2/21/2023,Credit Card,4 to 5
4102,Socks,195.0,11/6/2022,Cash,No Rating
4015,Jumpsuit,159.0,1/18/2023,Cash,1 to 2
4090,Vest,80.0,2/16/2023,Cash,3 to 4
4027,Socks,59.0,9/9/2023,Credit Card,4 to 5
4006,Jacket,113.0,7/25/2023,Cash,2 to 3
3962,Sneakers,76.0,10/8/2022,Credit Card,No Rating
4093,Belt,,7/27/2023,Credit Card,4 to 5
4114,Coat,153.0,5/11/2023,Cash,4 to 5
4021,Umbrella,,8/24/2023,Credit Card,4 to 5
4100,Blazer,39.0,11/4/2022,Credit Card,2 to 3
4073,Sunglasses,75.0,8/8/2023,Cash,2 to 3
3957,Backpack,157.0,6/2/2023,Cash,4 to 5
4066,Skirt,123.0,8/3/2023,Credit Card,3 to 4
4121,Pants,154.0,6/7/2023,Credit Card,No Rating
3970,Overalls,72.0,7/23/2023,Credit Card,2 to 3
4039,Skirt,127.0,6/8/2023,Credit Card,2 to 3
4067,Poncho,160.0,12/10/2022,Credit Card,4 to 5
4061,Shorts,133.0,2/18/2023,Cash,2 to 3
4027,Boots,,3/23/2023,Credit Card,4 to 5
3988,Jeans,,12/19/2022,Cash,1 to 2
4089,Overalls,66.0,7/13/2023,Cash,4 to 5
4076,Hat,68.0,2/16/2023,Credit Card,2 to 3
4083,Sneakers,115.0,11/27/2022,Credit Card,3 to 4
4049,Jeans,142.0,1/17/2023,Cash,3 to 4
4089,Onesie,189.0,4/5/2023,Credit Card,No Rating
3968,Wallet,73.0,4/19/2023,Cash,2 to 3
4014,Flannel Shirt,112.0,8/10/2023,Credit Card,No Rating
3969,Bowtie,97.0,2/17/2023,Credit Card,2 to 3
4028,Raincoat,,6/28/2023,Cash,1 to 2
4064,Sandals,131.0,10/8/2022,Cash,3 to 4
4093,Shorts,65.0,3/3/2023,Cash,2 to 3
4071,Sun Hat,78.0,3/13/2023,Cash,4 to 5
4037,Hoodie,,10/23/2022,Credit Card,3 to 4
3958,Raincoat,58.0,5/27/2023,Credit Card,3 to 4
4057,Belt,61.0,1/14/2023,Credit Card,1 to 2
4006,Scarf,71.0,4/1/2023,Cash,3 to 4
4042,Pants,62.0,4/13/2023,Credit Card,4 to 5
3977,Vest,73.0,9/20/2023,Credit Card,4 to 5
4103,Trench Coat,101.0,6/10/2023,Cash,1 to 2
3963,Belt,,3/4/2023,Credit Card,4 to 5
4014,Trench Coat,,6/19/2023,Credit Card,3 to 4
4065,Trousers,183.0,10/9/2022,Cash,2 to 3
3976,Sweater,136.0,7/22/2023,Credit Card,3 to 4
4020,Bowtie,148.0,3/15/2023,Cash,2 to 3
4007,Sneakers,133.0,6/14/2023,Credit Card,4 to 5
3999,Swimsuit,90.0,8/25/2023,Credit Card,4 to 5
4041,Skirt,157.0,8/25/2023,Credit Card,1 to 2
4036,Sweater,135.0,1/24/2023,Cash,2 to 3
3973,Backpack,,7/22/2023,Credit Card,No Rating
4117,Pajamas,140.0,2/7/2023,Credit Card,3 to 4
4117,Camisole,66.0,9/13/2023,Credit Card,1 to 2
3981,Belt,42.0,10/11/2022,Credit Card,3 to 4
3964,Socks,,3/23/2023,Credit Card,2 to 3
4079,Cardigan,132.0,7/28/2023,Cash,4 to 5
4067,Socks,18.0,8/19/2023,Credit Card,3 to 4
3963,Vest,110.0,7/9/2023,Cash,4 to 5
4108,Hat,54.0,10/25/2022,Credit Card,2 to 3
4117,Loafers,40.0,12/12/2022,Cash,1 to 2
4042,Sneakers,127.0,9/3/2023,Cash,2 to 3
4021,Flannel Shirt,12.0,5/11/2023,Credit Card,No Rating
4020,Loafers,,10/2/2022,Credit Card,1 to 2
3984,Kimono,158.0,12/27/2022,Credit Card,1 to 2
4078,Flannel Shirt,,8/13/2023,Credit Card,2 to 3
4018,Belt,76.0,2/7/2023,Cash,4 to 5
4044,Skirt,,2/17/2023,Cash,3 to 4
3970,Umbrella,78.0,12/16/2022,Cash,No Rating
4042,Sweater,166.0,8/31/2023,Cash,4 to 5
4090,Backpack,57.0,10/24/2022,Credit Card,3 to 4
4017,Boots,63.0,1/29/2023,Cash,1 to 2
3975,Shorts,105.0,11/17/2022,Credit Card,No Rating
4110,Gloves,112.0,4/1/2023,Credit Card,4 to 5
4115,Shorts,56.0,6/30/2023,Credit Card,No Rating
4069,Sweater,157.0,8/5/2023,Cash,2 to 3
3981,Dress,35.0,12/12/2022,Credit Card,2 to 3
4117,Sunglasses,70.0,3/21/2023,Cash,1 to 2
4071,Sneakers,107.0,6/25/2023,Cash,4 to 5
4105,Boots,,2/22/2023,Cash,2 to 3
3988,Jacket,199.0,8/10/2023,Credit Card,2 to 3
3978,Polo Shirt,,10/10/2022,Cash,1 to 2
3972,Skirt,55.0,5/29/2023,Credit Card,4 to 5
3965,Sneakers,44.0,1/7/2023,Credit Card,No Rating
4053,Gloves,171.0,3/10/2023,Credit Card,1 to 2
4037,Flip-Flops,194.0,12/19/2022,Cash,3 to 4
3973,Tank Top,134.0,10/22/2022,Cash,3 to 4
3989,Romper,153.0,1/26/2023,Credit Card,3 to 4
3972,Vest,22.0,11/20/2022,Credit Card,2 to 3
4070,Vest,186.0,7/17/2023,Cash,1 to 2
3971,Vest,,5/15/2023,Credit Card,2 to 3
4034,Skirt,75.0,9/7/2023,Credit Card,2 to 3
4113,Gloves,171.0,5/25/2023,Cash,3 to 4
4117,Camisole,,5/31/2023,Credit Card,2 to 3
4067,Tank Top,76.0,2/25/2023,Credit Card,2 to 3
3973,Sneakers,153.0,7/1/2023,Cash,4 to 5
3983,Kimono,75.0,5/13/2023,Credit Card,2 to 3
3971,Scarf,115.0,5/25/2023,Credit Card,1 to 2
4100,Coat,,4/5/2023,Cash,2 to 3
3970,Scarf,165.0,8/10/2023,Credit Card,1 to 2
4032,Raincoat,,4/7/2023,Credit Card,3 to 4
4054,Handbag,176.0,11/29/2022,Credit Card,No Rating
4059,Cardigan,82.0,9/3/2023,Cash,2 to 3
3981,Romper,182.0,3/9/2023,Cash,4 to 5
4115,Loafers,198.0,11/5/2022,Cash,No Rating
4062,Cardigan,30.0,6/21/2023,Cash,4 to 5
4016,Camisole,83.0,5/7/2023,Credit Card,3 to 4
4110,T-shirt,47.0,2/15/2023,Cash,1 to 2
4116,Skirt,173.0,9/18/2023,Credit Card,4 to 5
3959,Hat,96.0,6/26/2023,Credit Card,3 to 4
4073,Trench Coat,166.0,12/22/2022,Credit Card,4 to 5
4055,Tank Top,28.0,1/13/2023,Cash,3 to 4
4075,Flip-Flops,,10/3/2022,Cash,3 to 4
4066,Onesie,90.0,6/15/2023,Cash,3 to 4
4115,Poncho,84.0,6/26/2023,Credit Card,0 to 1
4115,Blazer,164.0,12/7/2022,Credit Card,3 to 4
3982,Tank Top,79.0,8/8/2023,Credit Card,2 to 3
4043,Boots,102.0,3/14/2023,Cash,4 to 5
3963,Coat,143.0,8/26/2023,Cash,4 to 5
4073,Leggings,115.0,6/25/2023,Credit Card,2 to 3
4089,Umbrella,,4/22/2023,Cash,2 to 3
4041,Jacket,42.0,9/23/2023,Cash,1 to 2
4107,Coat,179.0,6/22/2023,Credit Card,1 to 2
